Company,Product,TypeName,Inches,ScreenResolution,Cpu,Ram,Memory,Gpu,OpSys,Weight,price_category
4,XPS 15,3,0.4087716575222072,4K Ultra HD / Touchscreen 3840x2160,102,1.4987674542268743,512GB SSD,75,5,0.03196887416276157,2
10,Legion Y520-15IKBN,1,0.4087716575222072,IPS Panel Full HD 1920x1080,77,-0.07519506268436271,256GB SSD,75,4,0.5430786046422508,1
0,Swift 7,4,-1.2044068787278503,IPS Panel Full HD 1920x1080,81,-0.07519506268436271,256GB SSD,52,5,-1.381099204221709,1
4,Inspiron 5770,3,1.6011210104026858,Full HD 1920x1080,106,-0.07519506268436271,128GB SSD +  1TB HDD,7,5,1.1443841699122381,1
10,Thinkpad Yoga,0,-0.713439498130007,Touchscreen 2560x1440,97,1.4987674542268743,1TB SSD,53,5,-0.9301200302692186,2
17,K147 (N3350/4GB/32GB/FHD/W10),3,-0.713439498130007,IPS Panel Full HD 1920x1080,37,-0.8621763211399812,32GB Flash Storage,43,5,-1.1105116998502147,0
18,Mi Notebook,4,-1.2044068787278503,IPS Panel Full HD 1920x1080,74,-0.07519506268436271,256GB SSD,98,4,-1.1105116998502147,1
10,IdeaPad 320-17IKBR,3,1.6011210104026858,1600x900,83,-0.07519506268436271,256GB SSD,98,4,1.1443841699122381,1
4,Inspiron 5379,0,-1.2044068787278503,IPS Panel Full HD / Touchscreen 1920x1080,106,-0.07519506268436271,1TB HDD,61,5,-0.6294672476342246,1
7,ProBook 470,3,1.6011210104026858,IPS Panel Full HD 1920x1080,83,-0.07519506268436271,1TB HDD,69,5,0.6934049959597477,1
14,Blade Pro,1,1.6011210104026858,4K Ultra HD / Touchscreen 3840x2160,103,4.646692488049348,1TB SSD,82,5,2.1816362700029672,2
7,ProBook 430,3,-1.2044068787278503,Full HD 1920x1080,83,-0.07519506268436271,512GB SSD,61,5,-0.8248915563469708,1
7,Omen 17-W295,1,1.6011210104026858,IPS Panel Full HD 1920x1080,102,1.4987674542268743,256GB SSD +  1TB HDD,75,5,1.9711793221584712,2
7,Probook 470,3,1.6011210104026858,Full HD 1920x1080,106,-0.07519506268436271,256GB SSD,70,5,0.6934049959597477,1
4,Inspiron 7577,1,0.4087716575222072,IPS Panel 4K Ultra HD 3840x2160,102,1.4987674542268743,512GB SSD +  1TB HDD,79,5,0.9188945829359929,2
10,V110-15ISK (i5-6200U/4GB/128GB/W10),3,0.4087716575222072,1366x768,68,-0.8621763211399812,128GB SSD,47,5,0.09209943068976037,0
0,Aspire E5-576G,3,0.4087716575222072,Full HD 1920x1080,97,-0.07519506268436271,1TB HDD,72,5,0.28752373940250614,1
10,Legion Y720-15IKB,1,0.4087716575222072,IPS Panel Full HD 1920x1080,102,1.4987674542268743,512GB SSD +  1TB HDD,79,5,1.7456897351822263,2
4,Precision 7520,5,0.4087716575222072,4K Ultra HD 3840x2160,114,1.4987674542268743,256GB SSD +  1TB HDD,101,5,1.1443841699122381,2
10,Legion Y520-15IKBN,1,0.4087716575222072,Full HD 1920x1080,102,1.4987674542268743,512GB SSD,79,4,0.5430786046422508,2
4,Inspiron 3567,3,0.4087716575222072,Touchscreen 1366x768,59,-0.46868569191217196,1TB HDD,53,5,0.39275221332475374,0
4,XPS 13,4,-1.2044068787278503,IPS Panel 4K Ultra HD / Touchscreen 3840x2160,106,-0.07519506268436271,256GB SSD,61,5,-1.245805452035962,2
4,XPS 13,4,-1.2044068787278503,Full HD 1920x1080,106,-0.07519506268436271,256GB SSD,61,5,-1.2608380911677117,2
10,IdeaPad 320-15IKBN,3,0.4087716575222072,1366x768,74,-0.07519506268436271,256GB SSD,53,5,0.24242582200725737,0
0,Aspire 7,3,0.4087716575222072,Full HD 1920x1080,102,-0.07519506268436271,1TB HDD,75,2,0.5430786046422508,1
2,ROG GL703VD-GC028T,1,1.6011210104026858,Full HD 1920x1080,102,1.4987674542268743,256GB SSD +  1TB HDD,75,5,1.2947105612297352,2
7,15-bs018nq (i3-6006U/4GB/500GB/FHD/No,3,0.4087716575222072,Full HD 1920x1080,56,-0.8621763211399812,500GB HDD,47,4,0.09209943068976037,0
10,IdeaPad 320-15IKBN,3,0.4087716575222072,Full HD 1920x1080,74,-0.07519506268436271,256GB SSD,53,4,0.24242582200725737,0
8,MateBook X,4,-1.414821470412641,IPS Panel Full HD 2160x1440,97,-0.07519506268436271,512GB SSD,53,5,-1.486327678143957,2
4,Inspiron 5370,4,-1.2044068787278503,IPS Panel Full HD 1920x1080,106,-0.07519506268436271,256GB SSD,7,5,-0.960185308532718,1
10,IdeaPad 320-17IKB,3,1.6011210104026858,1600x900,74,-0.07519506268436271,1TB HDD,85,4,1.1443841699122381,0
7,Probook 440,3,-0.713439498130007,Full HD 1920x1080,106,-0.07519506268436271,256GB SSD,69,5,-0.6144346085024752,1
4,Latitude 5490,4,-0.713439498130007,Full HD 1920x1080,83,-0.07519506268436271,256GB SSD,61,5,-0.659532525897724,1
4,Inspiron 5379,0,-1.2044068787278503,Full HD / Touchscreen 1920x1080,106,1.4987674542268743,512GB SSD,61,5,-0.6294672476342246,1
4,Inspiron 3576,3,0.4087716575222072,Full HD 1920x1080,83,-0.07519506268436271,256GB SSD,6,2,0.24242582200725737,1
10,Yoga 520-14IKB,0,-0.713439498130007,IPS Panel Full HD 1920x1080,83,-0.07519506268436271,256GB SSD,61,5,-0.4490755780532285,1
16,Portege Z30-C-16L,4,-1.2044068787278503,Full HD 1920x1080,89,-0.07519506268436271,256GB SSD,47,5,-1.2608380911677117,2
7,ProBook 450,3,0.4087716575222072,Full HD 1920x1080,83,-0.07519506268436271,1TB HDD,61,5,0.09209943068976037,1
4,Alienware 17,1,1.6011210104026858,IPS Panel Full HD 1920x1080,102,1.4987674542268743,256GB SSD +  1TB HDD,79,5,3.579671709255688,2
0,Aspire E5-576G,3,0.4087716575222072,Full HD 1920x1080,97,-0.07519506268436271,256GB SSD,72,5,0.24242582200725737,1
4,Inspiron 5567,3,0.4087716575222072,Full HD / Touchscreen 1920x1080,97,1.4987674542268743,1TB HDD,30,5,0.39275221332475374,1
2,Vivobook X541UV-DM1217T,3,0.4087716575222072,Full HD 1920x1080,74,-0.07519506268436271,256GB SSD,67,5,-0.058226960627736635,1
2,K756UX-T4340T (i5-7200U/8GB/500GB,3,1.6011210104026858,Full HD 1920x1080,74,-0.07519506268436271,256GB SSD +  500GB HDD,86,5,0.9790251394629917,1
7,ZBook 15u,3,0.4087716575222072,Full HD 1920x1080,97,-0.07519506268436271,1TB HDD,1,5,-0.20855335194523364,1
2,Pro P2540UA-XO0198T,3,0.4087716575222072,1366x768,59,-0.8621763211399812,1TB HDD,53,5,0.49798068724700195,0
7,15-rb013nv (E2-9000e/4GB/500GB/W10),3,0.4087716575222072,1366x768,19,-0.8621763211399812,500GB HDD,12,5,0.09209943068976037,0
10,Legion Y720-15IKB,1,0.4087716575222072,IPS Panel Full HD 1920x1080,102,1.4987674542268743,256GB SSD +  1TB HDD,79,5,1.7456897351822263,2
4,Vostro 5468,3,-0.713439498130007,Full HD 1920x1080,74,-0.07519506268436271,256GB SSD,53,5,-0.659532525897724,1
0,Aspire R7,0,-1.2044068787278503,IPS Panel Full HD / Touchscreen 1920x1080,68,-0.07519506268436271,256GB SSD,47,5,-0.659532525897724,1
4,Inspiron 5567,3,0.4087716575222072,Full HD 1920x1080,97,1.4987674542268743,256GB SSD,30,2,0.48294804811525194,1
0,Aspire A315-51,3,0.4087716575222072,1366x768,56,-0.8621763211399812,1TB HDD,47,2,0.09209943068976037,0
2,X555QG-DM242T (A10-9620P/4GB/1TB,3,0.4087716575222072,Full HD 1920x1080,2,-0.8621763211399812,128GB SSD +  1TB HDD,24,5,0.24242582200725737,0
2,ROG G703VI-E5062T,1,1.6011210104026858,Full HD 1920x1080,103,4.646692488049348,512GB SSD +  1TB HDD,82,5,4.000585604944679,2
0,Nitro AN515-51,1,0.4087716575222072,IPS Panel Full HD 1920x1080,77,-0.07519506268436271,256GB SSD,75,5,0.6934049959597477,1
10,IdeaPad 320-15ISK,3,0.4087716575222072,1366x768,56,-0.07519506268436271,128GB SSD,47,5,0.24242582200725737,0
2,VivoBook Pro,3,1.6011210104026858,Full HD 1920x1080,106,-0.07519506268436271,128GB SSD +  1TB HDD,63,5,0.09209943068976037,1
2,F756UX-T4201D (i7-7500U/8GB/128GB,3,1.6011210104026858,Full HD 1920x1080,97,-0.07519506268436271,128GB SSD +  1TB HDD,86,4,0.9790251394629917,1
4,Inspiron 5577,1,0.4087716575222072,Full HD 1920x1080,77,-0.07519506268436271,256GB SSD,75,5,0.783600830750246,1
10,Yoga 910-13IKB,0,-0.7835776953582702,IPS Panel Full HD / Touchscreen 1920x1080,97,-0.07519506268436271,256GB SSD,53,5,-0.9902505867962175,1
4,Inspiron 5570,3,0.4087716575222072,Full HD 1920x1080,106,-0.07519506268436271,128GB SSD +  2TB HDD,7,5,0.24242582200725737,1
7,15-bs015dx (i5-7200U/8GB/1TB/W10),3,0.4087716575222072,Touchscreen 1366x768,74,-0.07519506268436271,1TB HDD,53,5,0.0019035958992621705,0
2,Rog G701VIK-BA060T,1,1.6011210104026858,Full HD 1920x1080,103,1.4987674542268743,256GB SSD,82,5,2.3469953004522135,2
7,ProBook 430,3,-1.2044068787278503,IPS Panel Full HD 1920x1080,83,-0.8621763211399812,500GB HDD,61,5,-0.8248915563469708,1
1,MacBook Pro,4,-1.2044068787278503,IPS Panel Retina Display 2560x1600,67,-0.07519506268436271,512GB SSD,59,8,-1.0052832259279667,2
4,Inspiron 5579,0,0.4087716575222072,IPS Panel Full HD / Touchscreen 1920x1080,106,-0.07519506268436271,1TB HDD,61,5,0.06203415242626097,1
2,ROG G752VSK-GC493T,1,1.6011210104026858,Full HD 1920x1080,102,1.4987674542268743,256GB SSD +  1TB HDD,93,5,3.399280039674691,2
2,X505BP-BR019T (A9-9420/4GB/1TB/Radeon,3,0.4087716575222072,1366x768,14,-0.8621763211399812,1TB HDD,22,5,-0.5392714128437267,0
10,Yoga 920-13IKB,0,-0.7835776953582702,IPS Panel Full HD / Touchscreen 1920x1080,106,-0.07519506268436271,512GB SSD,61,5,-1.0052832259279667,2
0,Aspire 5,3,1.6011210104026858,IPS Panel Full HD 1920x1080,60,-0.8621763211399812,256GB SSD,97,5,1.4450369525472322,1
4,Vostro 5370,4,-1.2044068787278503,Full HD 1920x1080,83,-0.07519506268436271,256GB SSD,61,5,-0.9451526694009683,1
7,15-BW094nd (A6-9220/8GB/128GB/W10),3,0.4087716575222072,1366x768,10,-0.07519506268436271,128GB SSD,16,5,-0.19352071281348393,0
7,Envy 17-U275cl,3,1.6011210104026858,IPS Panel Full HD 1920x1080,106,1.4987674542268743,1TB HDD,98,5,1.2947105612297352,1
11,GT73EVR 7RE,1,1.6011210104026858,Full HD 1920x1080,102,1.4987674542268743,512GB SSD +  1TB HDD,80,5,3.158757813566696,2
10,Yoga 720-15IKB,0,0.4087716575222072,IPS Panel Full HD / Touchscreen 1920x1080,102,-0.07519506268436271,512GB SSD,77,5,-0.058226960627736635,2
4,Inspiron 5770,3,1.6011210104026858,Full HD 1920x1080,106,-0.07519506268436271,128GB SSD +  1TB HDD,7,5,1.1443841699122381,1
10,IdeaPad 320-15ISK,3,0.4087716575222072,Full HD 1920x1080,56,-0.8621763211399812,256GB SSD,47,4,0.24242582200725737,0
7,ProBook 450,3,0.4087716575222072,IPS Panel Full HD 1920x1080,83,-0.8621763211399812,500GB HDD,53,5,0.09209943068976037,1
4,Vostro 3568,3,0.4087716575222072,Full HD 1920x1080,74,-0.8621763211399812,1TB HDD,53,5,0.21236054374375798,1
4,Inspiron 3567,3,0.4087716575222072,Full HD 1920x1080,74,-0.07519506268436271,1TB HDD,24,5,0.3025563785342562,0
4,Inspiron 5579,0,0.4087716575222072,Full HD / Touchscreen 1920x1080,83,-0.07519506268436271,256GB SSD,61,5,0.9489598611994924,1
2,ZenBook Flip,0,-1.2044068787278503,Full HD / Touchscreen 1920x1080,106,-0.07519506268436271,512GB SSD +  512GB SSD,61,5,-1.4111644824852083,2
10,IdeaPad 320-15IKBN,3,0.4087716575222072,Full HD 1920x1080,74,-0.8621763211399812,1TB HDD,53,4,0.24242582200725737,0
7,Probook 470,3,1.6011210104026858,Full HD 1920x1080,106,-0.07519506268436271,1TB HDD,70,5,0.6934049959597477,1
10,V330-15IKB (i7-8550U/8GB/256GB/FHD/W10),3,0.4087716575222072,Full HD 1920x1080,106,-0.07519506268436271,256GB SSD,61,5,0.016936235031011538,1
1,MacBook Pro,4,-1.2044068787278503,IPS Panel Retina Display 2560x1600,66,-0.07519506268436271,512GB SSD,57,8,-1.0052832259279667,2
2,Rog Strix,1,1.6011210104026858,Full HD 1920x1080,26,1.4987674542268743,256GB SSD +  1TB HDD,37,5,1.7456897351822263,2
4,Inspiron 3576,3,0.4087716575222072,Full HD 1920x1080,106,-0.07519506268436271,256GB SSD,6,2,0.15222998721675918,1
10,ThinkPad X1,0,-0.713439498130007,Touchscreen 2560x1440,91,1.4987674542268743,512GB SSD,47,5,-1.0203158650597164,2
16,Satellite Pro,3,0.4087716575222072,1366x768,89,-0.07519506268436271,500GB HDD,68,5,0.24242582200725737,1
4,Inspiron 5567,3,0.4087716575222072,1366x768,97,0.7117861957712558,1TB HDD,53,5,0.39275221332475374,1
4,Inspiron 5770,3,1.6011210104026858,Full HD 1920x1080,106,-0.07519506268436271,128GB SSD +  1TB HDD,7,2,1.1443841699122381,1
0,Aspire A515-51G,3,0.4087716575222072,IPS Panel Full HD 1920x1080,106,-0.07519506268436271,1TB HDD,97,5,0.24242582200725737,1
10,IdeaPad 320-17ISK,3,1.6011210104026858,1600x900,56,-0.8621763211399812,1TB HDD,47,5,1.1443841699122381,0
10,IdeaPad 320-17IKBR,3,1.6011210104026858,Full HD 1920x1080,106,-0.07519506268436271,2TB HDD,98,4,1.1443841699122381,1
10,IdeaPad 320-17IKB,3,1.6011210104026858,1600x900,97,-0.46868569191217196,128GB SSD +  1TB HDD,72,5,1.1443841699122381,1
4,Inspiron 3567,3,0.4087716575222072,Full HD 1920x1080,54,-0.8621763211399812,1TB HDD,24,2,0.31758901766600556,0
10,Legion Y520-15IKBN,1,0.4087716575222072,IPS Panel Full HD 1920x1080,77,-0.07519506268436271,256GB SSD,75,5,0.6934049959597477,1
10,Ideapad 320-15IKBN,3,0.4087716575222072,Full HD 1920x1080,74,-0.46868569191217196,256GB SSD,53,5,0.24242582200725737,0
0,Aspire A517-51G,3,0.4087716575222072,IPS Panel Full HD 1920x1080,106,-0.07519506268436271,256GB SSD,98,5,1.4450369525472322,1
0,SP315-51 (i7-7500U/12GB/1TB/FHD/W10),3,0.4087716575222072,IPS Panel Full HD / Touchscreen 1920x1080,97,0.7117861957712558,1TB HDD,53,5,0.16726262634850855,1
10,Thinkpad T570,3,0.4087716575222072,IPS Panel Full HD 1920x1080,97,-0.07519506268436271,256GB SSD,55,5,-0.13339015628648515,1
2,VivoBook S15,4,0.4087716575222072,Full HD 1920x1080,74,-0.07519506268436271,256GB SSD,72,5,-0.5092061345802273,1
10,Legion Y520-15IKBN,1,0.4087716575222072,IPS Panel Full HD 1920x1080,102,1.4987674542268743,256GB SSD +  1TB HDD,76,5,0.6934049959597477,1
10,IdeaPad 320-15IKB,3,0.4087716575222072,Full HD 1920x1080,97,-0.07519506268436271,1TB HDD,72,4,0.24242582200725737,1
0,Chromebook C910-C2ST,3,0.4087716575222072,1366x768,32,-1.2556669503677904,16GB SSD,40,1,0.22739318287550736,0
2,FX753VD-GC071T (i7-7700HQ/8GB/1TB/GeForce,1,1.6011210104026858,Full HD 1920x1080,102,-0.07519506268436271,1TB HDD,75,5,1.4450369525472322,1
7,17-BS037cl (i3-6006U/8GB/1TB/W10),3,1.6011210104026858,1600x900,56,-0.07519506268436271,1TB HDD,47,5,0.7535355524867465,0
4,XPS 15,3,0.4087716575222072,Full HD 1920x1080,102,-0.07519506268436271,256GB SSD,75,5,-0.058226960627736635,2
10,V330-15IKB (i5-8250U/8GB/256GB/FHD/W10),3,0.4087716575222072,Full HD 1920x1080,83,-0.07519506268436271,256GB SSD,61,5,0.016936235031011538,1
10,Legion Y720-15IKB,1,0.4087716575222072,IPS Panel Full HD 1920x1080,102,-0.07519506268436271,1TB HDD,79,5,1.7456897351822263,1
0,Aspire A715-71G,3,0.4087716575222072,Full HD 1920x1080,102,-0.07519506268436271,256GB SSD,76,2,0.6934049959597477,1
4,Precision 7720,5,1.6011210104026858,Full HD 1920x1080,104,1.4987674542268743,256GB SSD,101,5,2.076407796080719,2
10,IdeaPad 310-15ABR,3,0.4087716575222072,Full HD 1920x1080,0,-0.46868569191217196,1TB HDD,18,5,0.5430786046422508,0
2,ZenBook UX530UQ-PRO,4,0.4087716575222072,Full HD 1920x1080,97,1.4987674542268743,512GB SSD,72,5,-0.6144346085024752,2
2,VivoBook S14,3,-0.713439498130007,1366x768,59,-0.8621763211399812,128GB SSD,53,5,-1.1105116998502147,0
2,Rog GL702VS-GC095T,1,1.6011210104026858,Full HD 1920x1080,102,1.4987674542268743,256GB SSD +  1TB HDD,80,5,1.2947105612297352,2
10,IdeaPad 320-17IKB,3,1.6011210104026858,1600x900,74,-0.46868569191217196,1TB HDD,84,5,1.1443841699122381,1
10,IdeaPad 320-15IKBN,3,0.4087716575222072,1366x768,74,-0.07519506268436271,2TB HDD,72,4,0.24242582200725737,0
2,GL553VE-FY082T (i7-7700HQ/8GB/1TB,1,0.4087716575222072,Full HD 1920x1080,102,-0.07519506268436271,128GB SSD +  1TB HDD,76,5,0.6934049959597477,1
10,IdeaPad 320-15IAP,3,0.4087716575222072,1366x768,113,-0.8621763211399812,1TB HDD,44,4,0.24242582200725737,0
7,EliteBook x360,0,-1.2044068787278503,Full HD / Touchscreen 1920x1080,99,1.4987674542268743,256GB SSD,53,5,-1.140576978113714,2
16,Satellite Pro,3,0.4087716575222072,IPS Panel Full HD 1920x1080,89,-0.07519506268436271,256GB SSD,68,5,0.24242582200725737,1
10,IdeaPad 320-15IKB,3,0.4087716575222072,Full HD 1920x1080,74,-0.07519506268436271,128GB SSD +  1TB HDD,72,5,0.39275221332475374,1
7,250 G6,3,0.4087716575222072,Full HD 1920x1080,56,-0.8621763211399812,1TB HDD,47,5,-0.2686839084722321,0
10,IdeaPad 720S-13IKB,3,-1.2044068787278503,IPS Panel Full HD 1920x1080,74,-0.07519506268436271,256GB SSD,53,5,-1.4111644824852083,1
4,XPS 13,4,-1.2044068787278503,IPS Panel 4K Ultra HD / Touchscreen 3840x2160,106,1.4987674542268743,1TB SSD,61,5,-1.245805452035962,2
11,GE63VR 7RF,1,0.4087716575222072,IPS Panel Full HD 1920x1080,102,1.4987674542268743,256GB SSD +  1TB HDD,80,5,1.1443841699122381,2
0,ES1-523-84K7 (A8-7410/8GB/256GB/FHD/W10),3,0.4087716575222072,Full HD 1920x1080,11,-0.07519506268436271,256GB SSD,17,5,0.28752373940250614,0
2,VivoBook Flip,0,-2.396756231608329,Touchscreen 1366x768,37,-1.2556669503677904,32GB Flash Storage,43,5,-1.4111644824852083,0
4,Inspiron 5570,3,0.4087716575222072,Full HD 1920x1080,83,-0.07519506268436271,128GB SSD +  1TB HDD,7,5,0.4378501307200032,1
7,Spectre x360,0,-1.2044068787278503,IPS Panel 4K Ultra HD / Touchscreen 3840x2160,106,1.4987674542268743,1TB SSD,61,5,-1.1255443389819644,2
10,ThinkPad 13,3,-1.2044068787278503,1366x768,33,-0.8621763211399812,16GB Flash Storage,45,1,-0.8850221128739695,0
7,ProBook 640,3,-0.713439498130007,Full HD 1920x1080,74,-0.07519506268436271,256GB SSD,53,5,-0.13339015628648515,1
0,TravelMate B,3,-2.396756231608329,1366x768,112,-0.8621763211399812,128GB Flash Storage,42,5,-0.960185308532718,0
7,Elitebook 840,3,-0.713439498130007,Full HD 1920x1080,97,-0.07519506268436271,256GB SSD,53,5,-0.8399241954787204,1
10,IdeaPad 320-17IKB,3,1.6011210104026858,1600x900,74,-0.8621763211399812,1TB HDD,66,5,1.1293515307804887,0
2,ZenBook UX410UA-GV183T,3,-0.713439498130007,Full HD 1920x1080,97,-0.07519506268436271,256GB SSD,53,5,-0.058226960627736635,1
7,ProBook 450,3,0.4087716575222072,IPS Panel Full HD 1366x768,106,-0.07519506268436271,1TB HDD,61,5,0.09209943068976037,1
0,Aspire 5,3,0.4087716575222072,1366x768,4,-0.07519506268436271,256GB SSD,34,5,0.24242582200725737,1
10,IdeaPad 120S-14IAP,3,-0.713439498130007,1366x768,37,-0.8621763211399812,32GB Flash Storage,43,5,-0.9000547520057193,0
0,Aspire E5-575,3,0.4087716575222072,1366x768,74,-0.46868569191217196,1TB HDD,53,5,0.28752373940250614,0
2,VivoBook S15,4,0.4087716575222072,Full HD 1920x1080,97,-0.07519506268436271,256GB SSD,72,5,-0.5092061345802273,1
7,Elitebook 820,4,-1.765512456553958,Full HD 1920x1080,97,-0.07519506268436271,256GB SSD,53,5,-1.1706422563772134,2
4,XPS 15,3,0.4087716575222072,4K Ultra HD / Touchscreen 3840x2160,102,4.646692488049348,1TB SSD,75,5,0.03196887416276157,2
11,GL72M 7REX,1,1.6011210104026858,Full HD 1920x1080,102,-0.07519506268436271,256GB SSD +  1TB HDD,76,5,0.9940577785947418,1
16,Satellite Pro,3,0.4087716575222072,IPS Panel Full HD 1920x1080,74,-0.07519506268436271,256GB SSD,53,5,-0.058226960627736635,1
2,UX510UX-CN269T (i7-7500U/8GB/256GB,3,-0.713439498130007,Full HD 1920x1080,97,-0.07519506268436271,256GB SSD +  1TB HDD,53,5,-0.058226960627736635,2
10,V310-15ISK (i3-6006U/4GB/1TB/FHD/W10),3,0.4087716575222072,Full HD 1920x1080,56,-0.8621763211399812,1TB HDD,47,5,-0.2837165476039818,0
2,FX553VD-FY647T (i7-7700HQ/8GB/256GB/GeForce,1,0.4087716575222072,Full HD 1920x1080,102,-0.07519506268436271,256GB SSD,75,5,0.6934049959597477,1
7,EliteBook 840,3,-0.713439498130007,Full HD 1920x1080,78,-0.07519506268436271,256GB SSD,53,5,-0.8399241954787204,1
4,Inspiron 7570,4,0.4087716575222072,IPS Panel Full HD 1920x1080,83,-0.07519506268436271,128GB SSD +  1TB HDD,72,5,-0.20855335194523364,1
7,Elitebook 850,3,0.4087716575222072,Full HD 1920x1080,74,-0.07519506268436271,256GB SSD,53,5,-0.29874918673573153,1
2,X541NA (N3350/4GB/1TB/Linux),3,0.4087716575222072,1366x768,37,-0.8621763211399812,1TB HDD,43,2,-0.058226960627736635,0
4,Inspiron 7570,3,0.4087716575222072,Full HD 1920x1080,83,-0.07519506268436271,256GB SSD,72,5,-0.058226960627736635,1
4,Inspiron 3552,3,0.4087716575222072,1366x768,36,-0.8621763211399812,500GB HDD,40,2,0.24242582200725737,0
10,IdeaPad 320-15ABR,3,0.4087716575222072,Full HD 1920x1080,5,0.7117861957712558,2TB HDD,7,5,0.24242582200725737,1
7,ProBook 450,3,0.4087716575222072,IPS Panel Full HD 1920x1080,59,-0.07519506268436271,1TB HDD,70,5,0.09209943068976037,1
10,Yoga 920-13IKB,0,-0.7835776953582702,IPS Panel 4K Ultra HD / Touchscreen 3840x2160,106,1.4987674542268743,512GB SSD,61,5,-0.960185308532718,2
4,XPS 13,4,-1.2044068787278503,Full HD 1920x1080,106,-0.07519506268436271,256GB SSD,61,5,-1.2608380911677117,2
10,Legion Y520-15IKBN,1,0.4087716575222072,IPS Panel Full HD 1920x1080,102,1.4987674542268743,256GB SSD +  2TB HDD,76,5,0.5430786046422508,1
7,Stream 14-AX001nv,3,-0.713439498130007,1366x768,36,-1.2556669503677904,32GB Flash Storage,41,5,-0.9000547520057193,0
4,Latitude 5590,4,0.4087716575222072,Full HD 1920x1080,107,1.4987674542268743,512GB SSD +  256GB SSD,61,5,-0.23861863020873306,2
2,VivoBook Flip,0,-2.396756231608329,Touchscreen 1366x768,37,-0.8621763211399812,32GB Flash Storage,43,5,-0.809858917215221,0
4,Inspiron 5570,4,0.4087716575222072,Full HD 1920x1080,83,-0.07519506268436271,1TB HDD,7,5,-0.20855335194523364,1
4,XPS 15,3,0.4087716575222072,4K Ultra HD / Touchscreen 3840x2160,102,1.4987674542268743,512GB SSD,75,5,0.03196887416276157,2
7,Elitebook 850,3,0.4087716575222072,Full HD 1920x1080,97,-0.07519506268436271,256GB SSD,53,5,-0.29874918673573153,2
11,GP72MVR 7RFX,1,1.6011210104026858,Full HD 1920x1080,102,-0.07519506268436271,128GB SSD +  1TB HDD,79,5,0.9940577785947418,2
7,Zbook 15,5,0.4087716575222072,Full HD 1920x1080,102,-0.07519506268436271,256GB SSD,101,5,0.8437313872772447,2
16,Tecra A50-C-21G,3,0.4087716575222072,IPS Panel Full HD 1920x1080,89,1.4987674542268743,512GB SSD,68,5,0.5430786046422508,2
4,Inspiron 5570,3,0.4087716575222072,Full HD 1920x1080,106,-0.07519506268436271,128GB SSD +  2TB HDD,7,5,-0.02816168236423723,1
10,IdeaPad 320-15IAP,3,0.4087716575222072,1366x768,37,-0.8621763211399812,1TB HDD,43,4,0.24242582200725737,0
4,Inspiron 7577,1,0.4087716575222072,Full HD 1920x1080,77,-0.07519506268436271,1TB HDD,75,5,0.9188945829359929,1
4,Inspiron 3567,3,0.4087716575222072,Touchscreen 1366x768,74,-0.07519506268436271,2TB HDD,53,5,0.48294804811525194,0
4,Latitude 7480,3,-0.713439498130007,Full HD 1920x1080,78,-0.07519506268436271,256GB SSD,53,5,-1.0203158650597164,2
7,250 G6,3,0.4087716575222072,1366x768,56,-0.8621763211399812,500GB HDD,47,5,-0.2686839084722321,0
2,Zenbook UX410UA-GV027T,3,-0.713439498130007,Full HD 1920x1080,74,-0.07519506268436271,256GB SSD,53,5,-0.058226960627736635,1
10,IdeaPad 320-17IKB,3,1.6011210104026858,1600x900,74,-0.46868569191217196,128GB SSD +  1TB HDD,85,5,1.1443841699122381,1
7,250 G6,3,0.4087716575222072,Full HD 1920x1080,74,-0.07519506268436271,1TB HDD,53,5,-0.2686839084722321,1
10,IdeaPad 320-15ISK,3,0.4087716575222072,1366x768,56,-0.07519506268436271,256GB SSD,67,4,0.24242582200725737,0
7,15-AY023na (N3710/8GB/2TB/W10),3,0.4087716575222072,1366x768,112,-0.07519506268436271,2TB HDD,42,5,0.0019035958992621705,0
4,Inspiron 5770,3,1.6011210104026858,Full HD 1920x1080,83,-0.07519506268436271,128GB SSD +  1TB HDD,7,5,1.1443841699122381,1
10,Legion Y520-15IKBN,1,0.4087716575222072,IPS Panel Full HD 1920x1080,77,-0.07519506268436271,128GB SSD +  1TB HDD,75,4,0.5430786046422508,1
4,Inspiron 5567,3,0.4087716575222072,Full HD 1920x1080,97,-0.07519506268436271,256GB SSD,30,5,0.4378501307200032,1
7,Elitebook 1040,4,-0.713439498130007,IPS Panel Full HD 1920x1080,97,-0.07519506268436271,256GB SSD,53,5,-1.0203158650597164,2
2,ZenBook Flip,0,0.4087716575222072,Full HD / Touchscreen 1920x1080,97,0.7117861957712558,512GB SSD +  2TB HDD,74,5,0.3326216567977549,1
0,Aspire 3,3,0.4087716575222072,1366x768,14,-0.8621763211399812,128GB SSD,17,5,0.09209943068976037,0
2,Rog Strix,1,1.6011210104026858,IPS Panel Full HD 1920x1080,26,1.4987674542268743,256GB SSD +  1TB HDD,37,5,1.8208529308409742,2
10,IdeaPad 110-17ACL,3,1.6011210104026858,1600x900,11,-0.8621763211399812,128GB SSD,17,5,0.8437313872772447,0
4,Inspiron 5379,0,-1.2044068787278503,Full HD / Touchscreen 1920x1080,106,-0.07519506268436271,256GB SSD,61,5,-0.6294672476342246,1
